gene,category,subcategory
MT-ND6,Retinal markers (Lu 2020),Cones
SLC38A1,Retinal markers (Lu 2020),Cones
RPS11,Retinal markers (Lu 2020),Cones
PAFAH1B1,Retinal markers (Lu 2020),Cones
DZIP3,Retinal markers (Lu 2020),Cones
PEX5L,Retinal markers (Lu 2020),Cones
CLN6,Retinal markers (Lu 2020),Cones
PALMD,Retinal markers (Lu 2020),Cones
SLC44A1,Retinal markers (Lu 2020),Cones
ONECUT2,Retinal markers (Lu 2020),Cones
FTL,Retinal markers (Lu 2020),Cones
PCBD1,Retinal markers (Lu 2020),Cones
NRXN1,Retinal markers (Lu 2020),Cones
CBFB,Retinal markers (Lu 2020),Cones
SH3BP5,Retinal markers (Lu 2020),Cones
TMEM97,Retinal markers (Lu 2020),Cones
KLHDC8B,Retinal markers (Lu 2020),Cones
COTL1,Retinal markers (Lu 2020),Cones
PPP1R14A,Retinal markers (Lu 2020),Cones
RP11-849I19.1,Retinal markers (Lu 2020),Cones
ATP6V1G1,Retinal markers (Lu 2020),Cones
BTF3,Retinal markers (Lu 2020),Cones
PDE1C,Retinal markers (Lu 2020),Cones
WDR75,Retinal markers (Lu 2020),Cones
TRAK2,Retinal markers (Lu 2020),Cones
HIGD2A,Retinal markers (Lu 2020),Cones
GDF11,Retinal markers (Lu 2020),Cones
RPL36AL,Retinal markers (Lu 2020),Cones
RPL14,Retinal markers (Lu 2020),Cones
SALL3,Retinal markers (Lu 2020),Cones
PEG10,Retinal markers (Lu 2020),Cones
SLC24A2,Retinal markers (Lu 2020),Cones
MORF4L2,Retinal markers (Lu 2020),Cones
PFDN5,Retinal markers (Lu 2020),Cones
DOC2B,Retinal markers (Lu 2020),Cones
SARS,Retinal markers (Lu 2020),Cones
MAP6,Retinal markers (Lu 2020),Cones
NCKAP5,Retinal markers (Lu 2020),Cones
ONECUT2,Retinal markers (Lu 2020),Horizontal Cells
TFAP2B,Retinal markers (Lu 2020),Horizontal Cells
CNTNAP2,Retinal markers (Lu 2020),Horizontal Cells
LHX1,Retinal markers (Lu 2020),Horizontal Cells
STMN2,Retinal markers (Lu 2020),Horizontal Cells
ONECUT1,Retinal markers (Lu 2020),Horizontal Cells
CACNG3,Retinal markers (Lu 2020),Horizontal Cells
PROX1,Retinal markers (Lu 2020),Horizontal Cells
STMN4,Retinal markers (Lu 2020),Horizontal Cells
SOX4,Retinal markers (Lu 2020),Horizontal Cells
ONECUT3,Retinal markers (Lu 2020),Horizontal Cells
HMP19,Retinal markers (Lu 2020),Horizontal Cells
PVALB,Retinal markers (Lu 2020),Horizontal Cells
CXXC5,Retinal markers (Lu 2020),Horizontal Cells
RTN1,Retinal markers (Lu 2020),Horizontal Cells
TAGLN3,Retinal markers (Lu 2020),Horizontal Cells
TNR,Retinal markers (Lu 2020),Horizontal Cells
RP11-445F12.1,Retinal markers (Lu 2020),Horizontal Cells
PLXNA2,Retinal markers (Lu 2020),Horizontal Cells
PCDH9,Retinal markers (Lu 2020),Horizontal Cells
ZEB2,Retinal markers (Lu 2020),Horizontal Cells
TPM3,Retinal markers (Lu 2020),Horizontal Cells
TMEFF2,Retinal markers (Lu 2020),Horizontal Cells
C1QL1,Retinal markers (Lu 2020),Horizontal Cells
RP11-96L14.7,Retinal markers (Lu 2020),Horizontal Cells
TFAP2A,Retinal markers (Lu 2020),Horizontal Cells
THSD7A,Retinal markers (Lu 2020),Horizontal Cells
TLE4,Retinal markers (Lu 2020),Horizontal Cells
CELF4,Retinal markers (Lu 2020),Horizontal Cells
HTRA1,Retinal markers (Lu 2020),Horizontal Cells
GRIA3,Retinal markers (Lu 2020),Horizontal Cells
CDC42EP3,Retinal markers (Lu 2020),Horizontal Cells
TUBB2B,Retinal markers (Lu 2020),Horizontal Cells
BARHL2,Retinal markers (Lu 2020),Horizontal Cells
PCSK1N,Retinal markers (Lu 2020),Horizontal Cells
PPP1R1A,Retinal markers (Lu 2020),Horizontal Cells
TMSB10,Retinal markers (Lu 2020),Horizontal Cells
NHSL1,Retinal markers (Lu 2020),Horizontal Cells
NDRG4,Retinal markers (Lu 2020),Horizontal Cells
MAPT,Retinal markers (Lu 2020),Horizontal Cells
C4orf48,Retinal markers (Lu 2020),Horizontal Cells
TTC9B,Retinal markers (Lu 2020),Horizontal Cells
B3GAT2,Retinal markers (Lu 2020),Horizontal Cells
RP4-665J23.1,Retinal markers (Lu 2020),Horizontal Cells
HN1,Retinal markers (Lu 2020),Horizontal Cells
BASP1,Retinal markers (Lu 2020),Horizontal Cells
MLLT11,Retinal markers (Lu 2020),Horizontal Cells
GRIA4,Retinal markers (Lu 2020),Horizontal Cells
HIST3H2A,Retinal markers (Lu 2020),Horizontal Cells
PAX6,Retinal markers (Lu 2020),Horizontal Cells
FAM107B,Retinal markers (Lu 2020),Horizontal Cells
TMOD1,Retinal markers (Lu 2020),Horizontal Cells
CNTN4,Retinal markers (Lu 2020),Horizontal Cells
IGLON5,Retinal markers (Lu 2020),Horizontal Cells
NKAIN2,Retinal markers (Lu 2020),Horizontal Cells
GPR85,Retinal markers (Lu 2020),Horizontal Cells
LMO1,Retinal markers (Lu 2020),Horizontal Cells
SEPT4,Retinal markers (Lu 2020),Horizontal Cells
CREB5,Retinal markers (Lu 2020),Horizontal Cells
TANC1,Retinal markers (Lu 2020),Horizontal Cells
APBB2,Retinal markers (Lu 2020),Horizontal Cells
TUBB2A,Retinal markers (Lu 2020),Horizontal Cells
RP3-431P23.5,Retinal markers (Lu 2020),Horizontal Cells
MALAT1,Retinal markers (Lu 2020),Horizontal Cells
EVL,Retinal markers (Lu 2020),Horizontal Cells
TCEAL7,Retinal markers (Lu 2020),Horizontal Cells
NTRK2,Retinal markers (Lu 2020),Horizontal Cells
TRIB1,Retinal markers (Lu 2020),Horizontal Cells
SCRT2,Retinal markers (Lu 2020),Horizontal Cells
LMO4,Retinal markers (Lu 2020),Horizontal Cells
COX6A1,Retinal markers (Lu 2020),Horizontal Cells
CD24,Retinal markers (Lu 2020),Horizontal Cells
PAK7,Retinal markers (Lu 2020),Horizontal Cells
RUNX1T1,Retinal markers (Lu 2020),Horizontal Cells
KIF5C,Retinal markers (Lu 2020),Horizontal Cells
SEPT6,Retinal markers (Lu 2020),Horizontal Cells
TMEM132A,Retinal markers (Lu 2020),Horizontal Cells
C12orf49,Retinal markers (Lu 2020),Horizontal Cells
LNP1,Retinal markers (Lu 2020),Horizontal Cells
SEMA6A,Retinal markers (Lu 2020),Horizontal Cells
SOSTDC1,Retinal markers (Lu 2020),Horizontal Cells
DRD2,Retinal markers (Lu 2020),Horizontal Cells
INA,Retinal markers (Lu 2020),Horizontal Cells
SCG5,Retinal markers (Lu 2020),Horizontal Cells
ARHGAP24,Retinal markers (Lu 2020),Horizontal Cells
NDST3,Retinal markers (Lu 2020),Horizontal Cells
MALT1,Retinal markers (Lu 2020),Horizontal Cells
APP,Retinal markers (Lu 2020),Horizontal Cells
NTRK1,Retinal markers (Lu 2020),Horizontal Cells
SMPD3,Retinal markers (Lu 2020),Horizontal Cells
SYNPR,Retinal markers (Lu 2020),Horizontal Cells
NT5C3B,Retinal markers (Lu 2020),Horizontal Cells
GNAZ,Retinal markers (Lu 2020),Horizontal Cells
CAMK2N1,Retinal markers (Lu 2020),Horizontal Cells
SORL1,Retinal markers (Lu 2020),Horizontal Cells
CHRNA4,Retinal markers (Lu 2020),Horizontal Cells
NNAT,Retinal markers (Lu 2020),Horizontal Cells
TENM2,Retinal markers (Lu 2020),Horizontal Cells
ETFB,Retinal markers (Lu 2020),Horizontal Cells
CACNG7,Retinal markers (Lu 2020),Horizontal Cells
ZNF385D,Retinal markers (Lu 2020),Horizontal Cells
NSG1,Retinal markers (Lu 2020),Horizontal Cells
TUBA1C,Retinal markers (Lu 2020),Horizontal Cells
CRMP1,Retinal markers (Lu 2020),Horizontal Cells
MEGF11,Retinal markers (Lu 2020),Horizontal Cells
FAM84B,Retinal markers (Lu 2020),Horizontal Cells
TUBB3,Retinal markers (Lu 2020),Horizontal Cells
FEZ1,Retinal markers (Lu 2020),Horizontal Cells
GALR2,Retinal markers (Lu 2020),Horizontal Cells
PCBP3,Retinal markers (Lu 2020),Horizontal Cells
MIR181A2HG,Retinal markers (Lu 2020),Horizontal Cells
CHD5,Retinal markers (Lu 2020),Horizontal Cells
MTSS1,Retinal markers (Lu 2020),Horizontal Cells
ATP6V1F,Retinal markers (Lu 2020),Horizontal Cells
C12orf75,Retinal markers (Lu 2020),Horizontal Cells
DIXDC1,Retinal markers (Lu 2020),Horizontal Cells
RBFOX2,Retinal markers (Lu 2020),Horizontal Cells
MGST3,Retinal markers (Lu 2020),Horizontal Cells
MARCKSL1,Retinal markers (Lu 2020),Horizontal Cells
TUBA1A,Retinal markers (Lu 2020),Horizontal Cells
RERE,Retinal markers (Lu 2020),Horizontal Cells
SEMA6D,Retinal markers (Lu 2020),Horizontal Cells
PTF1A,Retinal markers (Lu 2020),Horizontal Cells
ADD2,Retinal markers (Lu 2020),Horizontal Cells
TBC1D16,Retinal markers (Lu 2020),Horizontal Cells
ERC1,Retinal markers (Lu 2020),Horizontal Cells
SOCS2,Retinal markers (Lu 2020),Horizontal Cells
ELAVL3,Retinal markers (Lu 2020),Horizontal Cells
PHACTR1,Retinal markers (Lu 2020),Horizontal Cells
RORB,Retinal markers (Lu 2020),Horizontal Cells
CABP1,Retinal markers (Lu 2020),Horizontal Cells
NREP,Retinal markers (Lu 2020),Horizontal Cells
RNF24,Retinal markers (Lu 2020),Horizontal Cells
DCX,Retinal markers (Lu 2020),Horizontal Cells
CFL1,Retinal markers (Lu 2020),Horizontal Cells
TRIM36,Retinal markers (Lu 2020),Horizontal Cells
MEGF10,Retinal markers (Lu 2020),Horizontal Cells
MRPL33,Retinal markers (Lu 2020),Horizontal Cells
RNF220,Retinal markers (Lu 2020),Horizontal Cells
KCNIP1,Retinal markers (Lu 2020),Horizontal Cells
KCNJ3,Retinal markers (Lu 2020),Horizontal Cells
RAB11FIP4,Retinal markers (Lu 2020),Horizontal Cells
STMN1,Retinal markers (Lu 2020),Horizontal Cells
TMSB15A,Retinal markers (Lu 2020),Horizontal Cells
CD47,Retinal markers (Lu 2020),Horizontal Cells
SULF2,Retinal markers (Lu 2020),Horizontal Cells
LINGO1,Retinal markers (Lu 2020),Horizontal Cells
ZNF821,Retinal markers (Lu 2020),Horizontal Cells
MAB21L2,Retinal markers (Lu 2020),Horizontal Cells
HK1,Retinal markers (Lu 2020),Horizontal Cells
GPX3,Retinal markers (Lu 2020),Muller Glia
TF,Retinal markers (Lu 2020),Muller Glia
APOE,Retinal markers (Lu 2020),Muller Glia
CRYAB,Retinal markers (Lu 2020),Muller Glia
PTGDS,Retinal markers (Lu 2020),Muller Glia
FRZB,Retinal markers (Lu 2020),Muller Glia
NPVF,Retinal markers (Lu 2020),Muller Glia
GLUL,Retinal markers (Lu 2020),Muller Glia
CA2,Retinal markers (Lu 2020),Muller Glia
WIF1,Retinal markers (Lu 2020),Muller Glia
CLU,Retinal markers (Lu 2020),Muller Glia
TRDN,Retinal markers (Lu 2020),Muller Glia
SPP1,Retinal markers (Lu 2020),Muller Glia
RLBP1,Retinal markers (Lu 2020),Muller Glia
MT1G,Retinal markers (Lu 2020),Muller Glia
GADD45B,Retinal markers (Lu 2020),Muller Glia
CP,Retinal markers (Lu 2020),Muller Glia
JUNB,Retinal markers (Lu 2020),Muller Glia
MT2A,Retinal markers (Lu 2020),Muller Glia
C1orf61,Retinal markers (Lu 2020),Muller Glia
MT1X,Retinal markers (Lu 2020),Muller Glia
ADIRF,Retinal markers (Lu 2020),Muller Glia
ANKRD37,Retinal markers (Lu 2020),Muller Glia
DUSP1,Retinal markers (Lu 2020),Muller Glia
LINC00844,Retinal markers (Lu 2020),Muller Glia
DKK3,Retinal markers (Lu 2020),Muller Glia
CEBPD,Retinal markers (Lu 2020),Muller Glia
RGR,Retinal markers (Lu 2020),Muller Glia
NDUFA4L2,Retinal markers (Lu 2020),Muller Glia
GPM6B,Retinal markers (Lu 2020),Muller Glia
CRYM,Retinal markers (Lu 2020),Muller Glia
ID2,Retinal markers (Lu 2020),Muller Glia
AKAP12,Retinal markers (Lu 2020),Muller Glia
PPP1R3C,Retinal markers (Lu 2020),Muller Glia
RASD1,Retinal markers (Lu 2020),Muller Glia
MT1E,Retinal markers (Lu 2020),Muller Glia
NDRG2,Retinal markers (Lu 2020),Muller Glia
MT3,Retinal markers (Lu 2020),Muller Glia
LGALS3,Retinal markers (Lu 2020),Muller Glia
MT1F,Retinal markers (Lu 2020),Muller Glia
ITM2B,Retinal markers (Lu 2020),Muller Glia
BTG2,Retinal markers (Lu 2020),Muller Glia
BHLHE41,Retinal markers (Lu 2020),Muller Glia
HES1,Retinal markers (Lu 2020),Muller Glia
SPARCL1,Retinal markers (Lu 2020),Muller Glia
ID3,Retinal markers (Lu 2020),Muller Glia
TSC22D4,Retinal markers (Lu 2020),Muller Glia
BHLHE40,Retinal markers (Lu 2020),Muller Glia
PTN,Retinal markers (Lu 2020),Muller Glia
RGS16,Retinal markers (Lu 2020),Muller Glia
GSN,Retinal markers (Lu 2020),Muller Glia
VIM,Retinal markers (Lu 2020),Muller Glia
RHOC,Retinal markers (Lu 2020),Muller Glia
GPR37,Retinal markers (Lu 2020),Muller Glia
DDIT4,Retinal markers (Lu 2020),Muller Glia
LIX1,Retinal markers (Lu 2020),Muller Glia
AVPI1,Retinal markers (Lu 2020),Muller Glia
SNX10,Retinal markers (Lu 2020),Muller Glia
STAC2,Retinal markers (Lu 2020),Muller Glia
CAV1,Retinal markers (Lu 2020),Muller Glia
MT1M,Retinal markers (Lu 2020),Muller Glia
FTH1,Retinal markers (Lu 2020),Muller Glia
S100A13,Retinal markers (Lu 2020),Muller Glia
PPA1,Retinal markers (Lu 2020),Muller Glia
PRSS35,Retinal markers (Lu 2020),Muller Glia
NEAT1,Retinal markers (Lu 2020),Muller Glia
ASPH,Retinal markers (Lu 2020),Muller Glia
FOS,Retinal markers (Lu 2020),Muller Glia
SLC1A3,Retinal markers (Lu 2020),Muller Glia
F3,Retinal markers (Lu 2020),Muller Glia
RTN4,Retinal markers (Lu 2020),Muller Glia
PCSK2,Retinal markers (Lu 2020),Muller Glia
MT1H,Retinal markers (Lu 2020),Muller Glia
ZFP36,Retinal markers (Lu 2020),Muller Glia
CEBPB,Retinal markers (Lu 2020),Muller Glia
IFITM3,Retinal markers (Lu 2020),Muller Glia
HOPX,Retinal markers (Lu 2020),Muller Glia
CYR61,Retinal markers (Lu 2020),Muller Glia
PGM2,Retinal markers (Lu 2020),Muller Glia
RGS2,Retinal markers (Lu 2020),Muller Glia
MTTP,Retinal markers (Lu 2020),Muller Glia
LGALS1,Retinal markers (Lu 2020),Muller Glia
PSAP,Retinal markers (Lu 2020),Muller Glia
CD81,Retinal markers (Lu 2020),Muller Glia
GATB,Retinal markers (Lu 2020),Muller Glia
S100A1,Retinal markers (Lu 2020),Muller Glia
METRN,Retinal markers (Lu 2020),Muller Glia
SLC2A1,Retinal markers (Lu 2020),Muller Glia
TOB1,Retinal markers (Lu 2020),Muller Glia
JUN,Retinal markers (Lu 2020),Muller Glia
PRELP,Retinal markers (Lu 2020),Muller Glia
ALDH9A1,Retinal markers (Lu 2020),Muller Glia
CYCS,Retinal markers (Lu 2020),Muller Glia
ID4,Retinal markers (Lu 2020),Muller Glia
RARRES2,Retinal markers (Lu 2020),Muller Glia
CAV2,Retinal markers (Lu 2020),Muller Glia
PYGL,Retinal markers (Lu 2020),Muller Glia
COL9A2,Retinal markers (Lu 2020),Muller Glia
MNDA,Retinal markers (Lu 2020),Muller Glia
ATF3,Retinal markers (Lu 2020),Muller Glia
MYL9,Retinal markers (Lu 2020),Muller Glia
NUPR1,Retinal markers (Lu 2020),Muller Glia
HLA-C,Retinal markers (Lu 2020),Muller Glia
HES5,Retinal markers (Lu 2020),Muller Glia
NTRK2,Retinal markers (Lu 2020),Muller Glia
SLN,Retinal markers (Lu 2020),Muller Glia
DKK1,Retinal markers (Lu 2020),Muller Glia
ATP1A1,Retinal markers (Lu 2020),Muller Glia
NR4A1,Retinal markers (Lu 2020),Muller Glia
ASAH1,Retinal markers (Lu 2020),Muller Glia
GYG1,Retinal markers (Lu 2020),Muller Glia
HILPDA,Retinal markers (Lu 2020),Muller Glia
OAF,Retinal markers (Lu 2020),Muller Glia
CD9,Retinal markers (Lu 2020),Muller Glia
NUDT4,Retinal markers (Lu 2020),Muller Glia
CFI,Retinal markers (Lu 2020),Muller Glia
MAFF,Retinal markers (Lu 2020),Muller Glia
LITAF,Retinal markers (Lu 2020),Muller Glia
CDC42EP4,Retinal markers (Lu 2020),Muller Glia
FXYD3,Retinal markers (Lu 2020),Muller Glia
ITM2A,Retinal markers (Lu 2020),Muller Glia
AQP4,Retinal markers (Lu 2020),Muller Glia
C1QTNF3,Retinal markers (Lu 2020),Muller Glia
RP11-1260E13.1,Retinal markers (Lu 2020),Muller Glia
SLC2A3,Retinal markers (Lu 2020),Muller Glia
ENO1,Retinal markers (Lu 2020),Muller Glia
SAT1,Retinal markers (Lu 2020),Muller Glia
MYO6,Retinal markers (Lu 2020),Muller Glia
SLC25A4,Retinal markers (Lu 2020),Muller Glia
UBC,Retinal markers (Lu 2020),Muller Glia
IGFBP5,Retinal markers (Lu 2020),Muller Glia
PLA2G16,Retinal markers (Lu 2020),Muller Glia
LUM,Retinal markers (Lu 2020),Muller Glia
ZNF331,Retinal markers (Lu 2020),Muller Glia
SLC15A3,Retinal markers (Lu 2020),Muller Glia
CLRN1,Retinal markers (Lu 2020),Muller Glia
DDIT3,Retinal markers (Lu 2020),Muller Glia
PBXIP1,Retinal markers (Lu 2020),Muller Glia
ADD3,Retinal markers (Lu 2020),Muller Glia
SOX8,Retinal markers (Lu 2020),Muller Glia
HLA-A,Retinal markers (Lu 2020),Muller Glia
NGFR,Retinal markers (Lu 2020),Muller Glia
HSPA1A,Retinal markers (Lu 2020),Muller Glia
B2M,Retinal markers (Lu 2020),Muller Glia
LHX2,Retinal markers (Lu 2020),Muller Glia
JARID2,Retinal markers (Lu 2020),Muller Glia
KDR,Retinal markers (Lu 2020),Muller Glia
RDH11,Retinal markers (Lu 2020),Muller Glia
QDPR,Retinal markers (Lu 2020),Muller Glia
HSPA1B,Retinal markers (Lu 2020),Muller Glia
ATOH7,Retinal markers (Lu 2020),Neurogenic Cells
HES6,Retinal markers (Lu 2020),Neurogenic Cells
GAL,Retinal markers (Lu 2020),Neurogenic Cells
GADD45A,Retinal markers (Lu 2020),Neurogenic Cells
TRH,Retinal markers (Lu 2020),Neurogenic Cells
RP3-395M20.12,Retinal markers (Lu 2020),Neurogenic Cells
RGS16,Retinal markers (Lu 2020),Neurogenic Cells
MIAT,Retinal markers (Lu 2020),Neurogenic Cells
SH3BGRL3,Retinal markers (Lu 2020),Neurogenic Cells
SOX11,Retinal markers (Lu 2020),Neurogenic Cells
CXCR4,Retinal markers (Lu 2020),Neurogenic Cells
FAM131C,Retinal markers (Lu 2020),Neurogenic Cells
RBP1,Retinal markers (Lu 2020),Neurogenic Cells
MDK,Retinal markers (Lu 2020),Neurogenic Cells
HMGB2,Retinal markers (Lu 2020),Neurogenic Cells
MFAP4,Retinal markers (Lu 2020),Neurogenic Cells
SHD,Retinal markers (Lu 2020),Neurogenic Cells
IDH2,Retinal markers (Lu 2020),Neurogenic Cells
KIAA0101,Retinal markers (Lu 2020),Neurogenic Cells
MIR217HG,Retinal markers (Lu 2020),Neurogenic Cells
PLEKHA1,Retinal markers (Lu 2020),Neurogenic Cells
DLL1,Retinal markers (Lu 2020),Neurogenic Cells
ASCL1,Retinal markers (Lu 2020),Neurogenic Cells
CCND1,Retinal markers (Lu 2020),Neurogenic Cells
CCDC34,Retinal markers (Lu 2020),Neurogenic Cells
MYBL1,Retinal markers (Lu 2020),Neurogenic Cells
CKB,Retinal markers (Lu 2020),Neurogenic Cells
TFDP2,Retinal markers (Lu 2020),Neurogenic Cells
HES5,Retinal markers (Lu 2020),Neurogenic Cells
HMGN2,Retinal markers (Lu 2020),Neurogenic Cells
TCF4,Retinal markers (Lu 2020),Neurogenic Cells
C8orf46,Retinal markers (Lu 2020),Neurogenic Cells
TUBA1B,Retinal markers (Lu 2020),Neurogenic Cells
H2AFZ,Retinal markers (Lu 2020),Neurogenic Cells
LIMD2,Retinal markers (Lu 2020),Neurogenic Cells
PMAIP1,Retinal markers (Lu 2020),Neurogenic Cells
CKS1B,Retinal markers (Lu 2020),Neurogenic Cells
PTTG1,Retinal markers (Lu 2020),Neurogenic Cells
E2F1,Retinal markers (Lu 2020),Neurogenic Cells
L1TD1,Retinal markers (Lu 2020),Neurogenic Cells
GNG5,Retinal markers (Lu 2020),Neurogenic Cells
MEST,Retinal markers (Lu 2020),Neurogenic Cells
TYMS,Retinal markers (Lu 2020),Neurogenic Cells
CARHSP1,Retinal markers (Lu 2020),Neurogenic Cells
TMEM123,Retinal markers (Lu 2020),Neurogenic Cells
ODC1,Retinal markers (Lu 2020),Neurogenic Cells
RANBP1,Retinal markers (Lu 2020),Neurogenic Cells
TMSB15A,Retinal markers (Lu 2020),Neurogenic Cells
OLIG2,Retinal markers (Lu 2020),Neurogenic Cells
PFN2,Retinal markers (Lu 2020),Neurogenic Cells
RORB,Retinal markers (Lu 2020),Neurogenic Cells
DLL4,Retinal markers (Lu 2020),Neurogenic Cells
BTG3,Retinal markers (Lu 2020),Neurogenic Cells
HNRNPH3,Retinal markers (Lu 2020),Neurogenic Cells
HMGB1,Retinal markers (Lu 2020),Neurogenic Cells
TMSB4X,Retinal markers (Lu 2020),Neurogenic Cells
CCNB2,Retinal markers (Lu 2020),Neurogenic Cells
CKS2,Retinal markers (Lu 2020),Neurogenic Cells
UBE2S,Retinal markers (Lu 2020),Neurogenic Cells
LGR4,Retinal markers (Lu 2020),Neurogenic Cells
ENY2,Retinal markers (Lu 2020),Neurogenic Cells
TPPP3,Retinal markers (Lu 2020),Neurogenic Cells
IGFBP2,Retinal markers (Lu 2020),Neurogenic Cells
IVNS1ABP,Retinal markers (Lu 2020),Neurogenic Cells
H2AFV,Retinal markers (Lu 2020),Neurogenic Cells
ONECUT2,Retinal markers (Lu 2020),Neurogenic Cells
BAZ1A,Retinal markers (Lu 2020),Neurogenic Cells
DLX2,Retinal markers (Lu 2020),Neurogenic Cells
UBE2T,Retinal markers (Lu 2020),Neurogenic Cells
RBPJ,Retinal markers (Lu 2020),Neurogenic Cells
RAN,Retinal markers (Lu 2020),Neurogenic Cells
TEAD2,Retinal markers (Lu 2020),Neurogenic Cells
HMGB3,Retinal markers (Lu 2020),Neurogenic Cells
TTC14,Retinal markers (Lu 2020),Neurogenic Cells
CENPV,Retinal markers (Lu 2020),Neurogenic Cells
SMC4,Retinal markers (Lu 2020),Neurogenic Cells
NAP1L1,Retinal markers (Lu 2020),Neurogenic Cells
SNRPB,Retinal markers (Lu 2020),Neurogenic Cells
PTMA,Retinal markers (Lu 2020),Neurogenic Cells
MAD2L1,Retinal markers (Lu 2020),Neurogenic Cells
CLDN5,Retinal markers (Lu 2020),Neurogenic Cells
NPM1,Retinal markers (Lu 2020),Neurogenic Cells
NASP,Retinal markers (Lu 2020),Neurogenic Cells
SOX2,Retinal markers (Lu 2020),Neurogenic Cells
ZBTB18,Retinal markers (Lu 2020),Neurogenic Cells
MCM7,Retinal markers (Lu 2020),Neurogenic Cells
UCP2,Retinal markers (Lu 2020),Neurogenic Cells
DOK5,Retinal markers (Lu 2020),Neurogenic Cells
RP11-247C2.2,Retinal markers (Lu 2020),Neurogenic Cells
NELL2,Retinal markers (Lu 2020),Neurogenic Cells
UHRF1,Retinal markers (Lu 2020),Neurogenic Cells
SNRPE,Retinal markers (Lu 2020),Neurogenic Cells
RBMX,Retinal markers (Lu 2020),Neurogenic Cells
CTPS1,Retinal markers (Lu 2020),Neurogenic Cells
PRSS23,Retinal markers (Lu 2020),Neurogenic Cells
NUSAP1,Retinal markers (Lu 2020),Neurogenic Cells
CD9,Retinal markers (Lu 2020),Neurogenic Cells
HNRNPAB,Retinal markers (Lu 2020),Neurogenic Cells
BCL7A,Retinal markers (Lu 2020),Neurogenic Cells
HNRNPA1,Retinal markers (Lu 2020),Neurogenic Cells
RNF180,Retinal markers (Lu 2020),Neurogenic Cells
EPHB2,Retinal markers (Lu 2020),Neurogenic Cells
TOP2A,Retinal markers (Lu 2020),Neurogenic Cells
GADD45G,Retinal markers (Lu 2020),Neurogenic Cells
H1F0,Retinal markers (Lu 2020),Neurogenic Cells
HES4,Retinal markers (Lu 2020),Neurogenic Cells
CENPU,Retinal markers (Lu 2020),Neurogenic Cells
CDK4,Retinal markers (Lu 2020),Neurogenic Cells
TGFB2,Retinal markers (Lu 2020),Neurogenic Cells
PTPRS,Retinal markers (Lu 2020),Neurogenic Cells
DHFR,Retinal markers (Lu 2020),Neurogenic Cells
BIRC5,Retinal markers (Lu 2020),Neurogenic Cells
DEK,Retinal markers (Lu 2020),Neurogenic Cells
SIVA1,Retinal markers (Lu 2020),Neurogenic Cells
DBI,Retinal markers (Lu 2020),Neurogenic Cells
RRM2,Retinal markers (Lu 2020),Neurogenic Cells
PPIA,Retinal markers (Lu 2020),Neurogenic Cells
NOTCH1,Retinal markers (Lu 2020),Neurogenic Cells
HNRNPDL,Retinal markers (Lu 2020),Neurogenic Cells
MFNG,Retinal markers (Lu 2020),Neurogenic Cells
CNN3,Retinal markers (Lu 2020),Neurogenic Cells
APEX1,Retinal markers (Lu 2020),Neurogenic Cells
ZWINT,Retinal markers (Lu 2020),Neurogenic Cells
DUT,Retinal markers (Lu 2020),Neurogenic Cells
FBLN1,Retinal markers (Lu 2020),Neurogenic Cells
SNRPD1,Retinal markers (Lu 2020),Neurogenic Cells
SMCO4,Retinal markers (Lu 2020),Neurogenic Cells
PCNA,Retinal markers (Lu 2020),Neurogenic Cells
ANXA5,Retinal markers (Lu 2020),Neurogenic Cells
FAM60A,Retinal markers (Lu 2020),Neurogenic Cells
SMIM20,Retinal markers (Lu 2020),Neurogenic Cells
CDK6,Retinal markers (Lu 2020),Neurogenic Cells
EZH2,Retinal markers (Lu 2020),Neurogenic Cells
C19orf48,Retinal markers (Lu 2020),Neurogenic Cells
VSTM2B,Retinal markers (Lu 2020),Neurogenic Cells
FADS1,Retinal markers (Lu 2020),Neurogenic Cells
FRYL,Retinal markers (Lu 2020),Neurogenic Cells
RPA3,Retinal markers (Lu 2020),Neurogenic Cells
SRSF3,Retinal markers (Lu 2020),Neurogenic Cells
DLL3,Retinal markers (Lu 2020),Neurogenic Cells
MAD2L2,Retinal markers (Lu 2020),Neurogenic Cells
SRP9,Retinal markers (Lu 2020),Neurogenic Cells
PCDH19,Retinal markers (Lu 2020),Neurogenic Cells
INSM1,Retinal markers (Lu 2020),Neurogenic Cells
PABPC1,Retinal markers (Lu 2020),Neurogenic Cells
PSMA4,Retinal markers (Lu 2020),Neurogenic Cells
CSRP2,Retinal markers (Lu 2020),Neurogenic Cells
REXO2,Retinal markers (Lu 2020),Neurogenic Cells
ELAVL2,Retinal markers (Lu 2020),Neurogenic Cells
IGFBP5,Retinal markers (Lu 2020),Neurogenic Cells
RCVRN,Retinal markers (Lu 2020),PanPhotoreceptor
NRL,Retinal markers (Lu 2020),PanPhotoreceptor
PDC,Retinal markers (Lu 2020),PanPhotoreceptor
ROM1,Retinal markers (Lu 2020),PanPhotoreceptor
AIPL1,Retinal markers (Lu 2020),PanPhotoreceptor
RP1,Retinal markers (Lu 2020),PanPhotoreceptor
GUCA1A,Retinal markers (Lu 2020),PanPhotoreceptor
KCNV2,Retinal markers (Lu 2020),PanPhotoreceptor
UNC119,Retinal markers (Lu 2020),PanPhotoreceptor
